date,cn_PM10,seoul_PM10,seoul_wd,seoul_ws,china_wd,china_ws
2013091304,49,16,S,1.1,SE,1.3
2013091305,43,10,ESE,1.4,SE,1.1
2013091306,44,6,ENE,1.8,S,1.3
2013091307,56,7,ENE,1.9,S,1.3
2013091308,66,8,NE,1.5,SSE,1.5
2013091309,69,5,NE,2.0,SSE,1.4
2013091310,75,10,ENE,3.8,SE,1.5
2013091311,92,9,SE,0.6,SSE,1.3
2013091312,122,12,NE,1.6,S,1.4
2013091313,145,21,SSW,2.5,S,1.3
2013091314,162,14,SW,2.5,SSW,1.3
2013091315,171,14,SW,4.9,SW,0.4
2013091316,179,21,SSW,5.1,N,0
2013091317,217,19,SW,4.4,ESE,1.6
2013091318,233,23,SW,4.5,N,0.7
2013091319,211,28,WSW,3.4,NNE,2.8
2013091320,198,30,SW,3.4,ENE,0.9
2013091321,198,34,SW,2.7,W,1
2013091322,112,38,SSW,2.7,SW,0.9
2013091323,112,31,SSW,1.9,N,1.6
2013091400,75,32,SW,1.3,SE,0.6
2013091401,75,30,S,2.2,WSW,0.7
2013091402,54,37,W,0.9,NNE,1.1
2013091403,63,38,N,0.2,SSW,1.4
2013091404,70,30,N,0.4,ENE,0.4
2013091405,73,32,NE,1.3,NNE,1.4
2013091406,65,33,SSE,1.8,NNW,1.3
2013091407,77,4,ENE,2.4,NW,1.4
2013091408,104,4,ENE,1.3,NNW,1.2
2013091409,99,4,SSE,1.7,NW,0.5
2013091410,98,7,ESE,1.6,WNW,1.9
2013091411,98,5,ENE,3.2,NW,0.8
2013091412,58,8,E,3.1,NW,3.6
2013091413,12,6,SE,1.7,NNW,3.9
2013091414,13,8,S,2.3,NW,3.7
2013091415,6,10,SSE,0.9,NNW,2
2013091416,6,11,SW,3.0,NW,1.7
2013091417,6,14,W,2.6,NNE,1.2
2013091418,19,9,W,1.9,NNE,0.8
2013091419,28,16,WNW,1.1,E,1
2013091420,53,16,W,2.3,NW,0.9
2013091421,40,14,W,2.4,N,0.5
2013091422,47,20,W,2.4,NNW,0.6
2013091423,59,18,W,1.6,NNE,1.5
2013091500,33,21,W,1.9,NNE,1.2
2013091501,28,14,WNW,0.6,NE,1.4
2013091502,15,14,WNW,1.1,ENE,1.4
2013091503,11,18,N,0.4,NNE,1.7
2013091504,13,19,NNE,0.6,NNE,2
2013091505,14,19,NE,1.7,NNE,1.8
2013091506,12,20,WNW,0.6,ENE,1.6
2013091507,17,25,WNW,2.0,E,2.4
2013091508,20,20,N,0.2,ENE,2
2013091509,46,15,NW,1.8,NE,2.6
2013091510,24,9,NW,2.2,NE,1
2013091511,12,12,W,2.9,ESE,1.8
2013091512,25,17,WNW,2.3,S,2.9
2013091513,38,26,WNW,4.0,ESE,1.3
2013091514,64,36,N,3.3,S,2
2013091515,76,33,N,2.6,SE,1.7
2013091516,89,29,N,2.9,SSE,2
2013091517,108,29,N,3.6,S,1.7
2013091518,115,34,N,4.7,SSE,1.2
2013091519,72,29,N,2.6,S,1.2
2013091520,75,20,WNW,1.6,S,1.9
2013091521,74,18,WNW,1.3,S,1
2013091522,96,28,NW,2.5,ENE,1
2013091523,132,26,NW,5.0,NE,0.5
2013091600,145,29,NW,3.5,ESE,0.9
2013091601,98,31,W,1.8,S,0.4
2013091602,77,28,W,0.5,NE,1.1
2013091603,94,30,W,1.7,NNE,0.8
2013091604,75,14,W,2.4,NE,0.9
2013091605,73,21,WNW,1.6,NE,1
2013091606,72,24,N,0.4,NE,1.1
2013091607,66,30,NE,0.9,NNE,1.6
2013091608,63,27,N,0.2,NNE,0.9
2013091609,62,26,WNW,2.6,ESE,1.2
2013091610,66,29,W,2.4,ESE,1.4
2013091611,85,19,WSW,2.6,SW,0.9
2013091612,85,28,WNW,3.3,S,2.3
2013091613,56,37,WNW,3.2,S,2.7
2013091614,66,25,W,3.2,S,1.7
2013091615,98,20,WSW,3.9,S,2.1
2013091616,93,20,WNW,4.6,S,2.1
2013091617,79,18,WNW,3.4,S,1.9
2013091618,90,14,WNW,2.4,S,0.1
2013091619,107,21,WNW,3.6,SE,0.9
2013091620,128,26,WSW,1.9,SE,1.3
2013091621,128,15,WNW,1.5,SE,0.7
2013091622,162,16,N,0.0,SSE,0.1
2013091623,142,25,NW,0.7,S,0.2
2013091700,120,25,N,0.4,ENE,1.5
2013091701,128,23,NE,0.6,ENE,0.7
2013091702,122,25,NE,1.9,NE,0.7
2013091703,110,27,NE,1.4,N,1.7
2013091704,103,25,NE,1.3,NE,1
2013091705,95,23,NNE,1.9,NE,1
2013091706,94,24,NE,1.5,N,1.4
2013091707,81,26,NE,2.0,N,1.6
2013091708,89,24,ENE,2.0,NNW,1.2
2013091709,102,25,NE,2.4,WNW,1.6
2013091710,105,25,NE,1.9,N,0.8
2013091711,121,21,NNE,1.6,NNE,1.3
2013091712,98,23,NE,1.4,NE,1.9
2013091713,94,26,SSW,1.8,NNE,0.6
2013091714,67,30,SW,1.8,SW,0.8
2013091715,70,23,WNW,1.8,WSW,0.7
2013091716,83,23,W,2.6,NNW,0.7
2013091717,91,29,W,2.8,SW,0.7
2013091718,90,31,WNW,1.9,NNE,0.8
2013091719,100,34,N,0.5,SSE,0.7
2013091720,119,35,N,0.4,S,0
2013091721,119,25,W,0.9,NE,0.7
2013091722,106,40,WNW,0.9,NNE,0.9
2013091723,94,40,N,0.4,NNE,0.8
2013091800,93,34,NE,1.5,NNW,0.5
2013091801,88,37,N,0.2,NW,0.9
2013091802,75,36,N,0.4,W,1
2013091803,84,30,NNE,1.1,W,0.5
2013091804,86,33,NNE,0.9,NE,0.9
2013091805,86,37,NNE,1.7,NE,1.4
2013091806,86,37,NE,1.1,ENE,1.1
2013091807,86,33,NE,1.7,NNE,1.1
2013091808,86,34,NE,1.4,NW,0.6
2013091809,86,31,ENE,1.5,NW,0.6
2013091810,63,25,E,1.8,SE,2.8
2013091811,84,22,ESE,1.9,SE,1.9
2013091812,110,26,ENE,2.0,SE,1.1
2013091813,130,29,ENE,1.4,S,1.2
2013091814,138,46,ESE,1.8,E,1.3
2013091815,139,50,ENE,1.4,ESE,1.1
2013091816,133,58,E,2.1,ESE,0.9
2013091817,124,51,E,2.4,ENE,1.1
2013091818,127,44,NNE,1.1,ESE,1
2013091819,127,58,NE,1.4,SE,1.2
2013091820,124,56,NNE,1.3,SE,1.9
2013091821,109,52,ENE,1.3,S,1.3
2013091822,110,54,ENE,1.7,W,0.6
2013091823,118,59,ENE,3.5,S,1.8
2013091900,119,45,NE,3.6,SSW,0.8
2013091901,107,45,ENE,3.3,SSE,1.7
2013091902,126,41,ENE,2.4,SE,0.9
2013091903,126,38,ENE,3.6,SSE,1
2013091904,118,33,ENE,2.6,NE,1
2013091905,126,33,ENE,3.4,N,1
2013091906,126,29,ENE,3.5,NNE,0.4
2013091907,126,29,ENE,3.5,NW,1.5
2013091908,120,30,ENE,3.0,NNW,1.3
2013091909,125,33,ENE,3.0,WNW,1
2013091910,122,30,E,2.4,WNW,1.1
2013091911,107,36,ENE,2.6,N,0.9
2013091912,107,39,SE,2.4,W,1.4
2013091913,100,38,SSE,2.6,SSW,1.5
2013091914,93,42,SSW,2.1,S,2.3
2013091915,99,43,SSW,2.6,S,2.1
2013091916,142,47,WSW,2.0,S,1.6
2013091917,142,42,S,2.5,S,1.1
2013091918,142,46,W,3.4,SW,0.4
2013091919,123,52,WNW,2.6,SSE,0.8
2013091920,132,57,WNW,3.5,SSE,0
2013091921,132,57,W,2.6,N,0.2
2013091922,121,55,W,1.9,N,1.4
2013091923,122,57,W,1.4,NE,0.6
2013092000,148,56,N,0.0,NNE,1.1
2013092001,114,56,NE,1.3,NNW,0.5
2013092002,115,49,NNE,0.9,NW,1
2013092003,94,49,NNE,0.9,NE,1.6
2013092004,71,26,N,0.2,NNE,1.7
2013092005,40,53,N,0.0,N,1.3
2013092006,37,51,N,0.0,NNW,1.5
2013092007,42,51,N,0.2,NNE,2
2013092008,34,48,NNE,0.9,NE,2.6
2013092009,37,51,ENE,1.2,NE,2.8
2013092010,19,47,NE,1.5,NE,3.5
2013092011,9,47,SW,2.9,NNE,3.8
2013092012,12,37,WNW,2.0,ENE,2.6
2013092013,7,42,WSW,3.0,SE,0.8
2013092014,6,44,W,3.8,SSE,1.1
2013092015,6,30,WSW,3.4,S,1.8
2013092016,14,32,W,3.8,SSE,0.4
2013092017,20,36,WNW,4.0,S,0
2013092018,61,33,W,4.4,SSW,0.5
2013092019,86,31,W,4.7,W,0.4
2013092020,86,28,W,4.1,NNE,0.5
2013092021,123,26,WNW,2.3,NE,1.6
2013092022,113,29,N,0.3,NE,0.6
2013092023,96,33,NW,0.8,E,1
2013092100,44,33,W,1.0,ENE,0.9
2013092101,66,38,WNW,0.9,ENE,1.2
2013092102,44,31,NE,0.5,ENE,0.2
2013092103,53,27,N,0.1,ENE,0.6
2013092104,45,26,NNE,0.9,ENE,1.3
2013092105,31,27,N,0.1,NNE,0.7
2013092106,27,29,NE,2.0,NNE,1.1
2013092107,23,29,ENE,1.2,NNE,1.8
2013092108,43,25,NNE,1.8,NE,1.3
2013092109,53,34,ENE,1.2,NE,1.6
2013092110,75,27,ENE,1.0,SSW,1.7
2013092111,119,28,NW,1.0,SSW,1.8
2013092112,90,34,WNW,2.9,SSE,2.2
2013092113,83,40,NNW,1.7,SSE,1.3
2013092114,87,37,N,1.7,S,3.1
2013092115,78,34,N,1.6,SSW,3.3
2013092116,61,28,WNW,2.8,S,2.4
2013092117,61,35,NNW,2.7,SSE,1.7
2013092118,96,25,NNW,3.5,S,2.3
2013092119,159,28,NNW,3.4,SSW,1.4
2013092120,159,32,NW,1.7,SW,1.6
2013092121,63,34,NE,3.1,S,0.6
2013092122,63,38,NE,2.9,NE,1
2013092123,52,46,ENE,3.0,SE,0.7
2013092200,107,35,ENE,3.2,E,0.6
2013092201,97,33,ENE,3.8,ENE,1.3
2013092202,116,31,ENE,4.0,ENE,1.1
2013092203,125,26,ENE,3.7,ENE,1.4
2013092204,134,35,ENE,3.2,SE,0.5
2013092205,111,31,ENE,3.3,NW,0.7
2013092206,96,26,ENE,3.1,E,1.8
2013092207,105,22,ENE,4.3,NNE,0.9
2013092208,117,18,ENE,4.1,SE,1.1
2013092209,140,16,ENE,4.6,SE,0.8
2013092210,161,12,ENE,4.0,SE,1.7
2013092211,182,2,ENE,4.8,NE,1.2
2013092212,174,15,ENE,4.9,NNW,0.9
2013092213,146,22,ENE,4.5,E,0.5
2013092214,179,18,ENE,4.9,ENE,1.4
2013092215,156,18,ENE,4.2,ENE,0
2013092216,185,11,E,3.9,SW,0.5
2013092217,177,18,E,4.6,N,1.2
2013092218,209,16,ENE,4.5,S,0.8
2013092219,208,19,ENE,4.5,N,1.7
2013092220,220,21,ENE,3.8,NNE,1.3
2013092221,215,20,ENE,4.4,NNE,1.1
2013092222,154,21,ENE,4.1,NE,0.8
2013092223,154,12,ENE,4.6,NNE,0.7
2013092300,129,16,ENE,3.9,N,0.6
2013092301,133,16,ENE,3.5,ENE,0.6
2013092302,129,13,ENE,3.4,N,0
2013092303,121,14,ENE,3.4,WNW,2.2
2013092304,80,13,ENE,3.0,NW,3.6
2013092305,81,14,ENE,2.8,NW,2.7
2013092306,14,11,ENE,3.5,NNW,1.8
2013092307,8,12,ENE,3.4,NNW,0.8
2013092308,6,13,ENE,2.2,NW,1.8
2013092309,6,12,ENE,3.4,NW,2.5
2013092310,6,19,ENE,1.8,NW,1.9
2013092311,6,23,ESE,3.2,NW,2.9
2013092312,10,20,ESE,2.6,NW,2.8
2013092313,12,28,E,2.1,NNW,2.5
2013092314,13,29,SSW,2.1,NW,1.6
2013092315,6,31,WSW,2.0,NNW,1.1
2013092316,10,31,WSW,3.2,NW,0.7
2013092317,15,31,SSW,2.5,NW,1.2
2013092318,49,31,WSW,2.7,NW,0
2013092319,33,42,WNW,2.2,E,0.8
2013092320,33,53,WNW,2.4,NE,0.4
2013092321,17,51,WNW,1.3,NNE,1.1
2013092322,17,55,N,0.4,N,1.3
2013092323,30,52,WNW,1.0,N,0.7
2013092400,41,49,N,0.0,W,0.4
2013092401,41,45,N,0.3,NW,0.7
2013092402,8,45,N,0.3,NNW,0.1
2013092403,30,41,NNE,0.8,N,0.1
2013092404,30,44,SSW,0.9,N,0.6
2013092405,8,39,SSW,1.6,NNW,0.8
2013092406,20,37,SSE,2.3,NW,1.1
2013092407,20,39,S,1.1,NE,0.8
2013092408,40,37,SW,5.0,NNW,1.8
2013092409,32,30,S,2.4,N,1
2013092410,24,21,SW,3.6,NNE,1.6
2013092411,6,26,SSW,4.0,NW,1.4
2013092412,6,26,SSW,4.6,N,2.1
2013092413,6,28,SSW,3.4,NW,1.5
2013092414,6,32,SW,3.7,NNE,0.9
2013092415,6,19,SW,3.6,NW,2.8
2013092416,6,12,WSW,4.0,W,0.9
2013092417,32,13,W,3.2,S,1
2013092418,29,12,WNW,4.0,E,0.5
2013092419,46,11,W,3.1,WNW,0.5
2013092420,44,16,WSW,3.0,NNW,0.2
2013092421,70,15,W,2.2,NNW,0.9
2013092422,64,21,WNW,4.8,N,1.3
2013092423,42,13,W,3.6,NE,1.1
2013092500,42,19,W,3.3,NNE,0.4
2013092501,34,12,W,2.7,N,1.2
2013092502,9,15,W,2.2,NW,1.4
2013092503,13,13,W,2.7,NNE,1.6
2013092504,7,17,W,2.8,N,0.8
2013092505,7,21,W,2.7,NNW,1.1
2013092506,18,18,W,3.5,NE,0.4
2013092507,28,17,WNW,2.7,NNE,0.9
2013092508,44,20,WNW,4.0,S,1
2013092509,32,16,NNW,3.6,WNW,1.8
2013092510,38,16,NNW,2.5,WNW,3.7
2013092511,24,16,W,4.2,WNW,3.3
2013092512,6,15,WNW,4.2,SW,2.8
2013092513,15,19,NW,3.7,WNW,3.1
2013092514,22,18,NW,3.7,SW,2.5
2013092515,38,17,NW,3.1,SW,3.6
2013092516,46,20,WNW,4.9,WSW,4
2013092517,54,18,WNW,5.5,SW,2.3
2013092518,61,19,WNW,4.6,SW,2.5
2013092519,64,29,WNW,4.8,SSW,0.2
2013092520,64,32,NW,4.2,ENE,1.6
2013092521,67,25,NNW,2.0,N,1.4
2013092522,133,24,W,4.0,NE,1.8
2013092523,116,23,WSW,1.2,NNE,1.4
2013092600,54,22,WNW,1.9,NNE,1.8
2013092601,56,17,WSW,1.6,NNE,1.4
2013092602,38,15,NW,3.0,NNE,1.8
2013092603,27,11,WSW,2.9,NNE,1.9
2013092604,34,4,WNW,2.3,NNE,1.9
2013092605,32,22,NW,3.5,NNE,1.6
2013092606,26,20,WNW,3.0,N,0.7
2013092607,32,28,WNW,1.9,ENE,2
2013092608,46,20,W,2.2,NE,1.2
2013092609,44,24,WNW,2.6,SE,1.2
2013092610,42,13,NW,1.8,SE,2.3
2013092611,85,16,W,3.9,SSE,2.6
2013092612,121,28,WNW,2.4,SSW,2.7
2013092613,91,19,WNW,4.6,S,2.7
2013092614,97,26,WNW,4.7,SE,1.9
2013092615,117,12,NW,2.9,SSW,1.8
2013092616,145,19,W,4.3,S,1.5
2013092617,130,19,WNW,3.6,SSE,1.1
2013092618,154,23,W,2.7,SSE,0.5
2013092619,153,22,W,2.5,S,0.2
2013092620,169,30,N,0.4,N,0
2013092621,162,33,WNW,0.5,NE,1.4
2013092622,166,28,NNW,1.6,NE,0.9
2013092623,166,28,NW,2.0,NNE,1.4
2013092700,116,18,N,0.4,NNE,0.9
2013092701,119,15,N,0.4,ENE,0.9
2013092702,100,19,NE,0.7,WNW,0.4
2013092703,109,20,NE,1.6,WNW,0
2013092704,82,24,NE,1.9,NE,1
2013092705,93,21,NE,2.0,NNE,1.2
2013092706,88,23,ENE,1.6,NNE,1.2
2013092707,103,28,ENE,1.9,NE,1.5
2013092708,119,21,ENE,2.1,E,1.3
2013092709,160,34,ENE,2.1,ESE,1.5
2013092710,204,36,NE,1.6,SSE,1.8
2013092711,192,38,ESE,1.2,S,2.3
2013092712,211,30,NW,1.2,SE,2.9
2013092713,254,26,WSW,3.2,SSW,2.6
2013092714,276,36,NW,2.3,S,2.3
2013092715,280,27,WSW,1.9,SSE,1.9
2013092716,307,20,WNW,3.1,SE,1.5
2013092717,330,43,W,3.2,SE,1
2013092718,332,43,W,3.3,SSE,1.1
2013092719,332,49,W,2.0,ESE,1
2013092720,362,45,WNW,2.1,SSE,0.8
2013092721,378,39,WNW,1.0,SSE,1.4
2013092722,363,45,N,0.2,SSE,1.9
2013092723,363,48,NE,1.8,S,1.4
2013092800,259,50,NE,1.4,S,1.1
2013092801,223,58,NE,1.8,SE,1.4
2013092802,199,58,NE,1.3,SE,1.1
2013092803,235,47,NE,1.2,SE,1.2
2013092804,228,46,NE,1.2,SSE,0.6
2013092805,237,42,ENE,2.0,ESE,0.9
2013092806,226,41,ENE,2.0,SE,1
2013092807,235,38,ENE,2.0,ESE,0.9
2013092808,252,37,ENE,1.5,SSE,1.4
2013092809,262,38,ENE,2.0,S,2.1
2013092810,247,43,NE,1.9,ESE,1.3
2013092811,242,40,ENE,2.4,ESE,1.9
2013092812,227,39,ENE,2.1,SE,1
2013092813,217,51,NNE,1.7,ESE,1.7
2013092814,202,39,E,0.6,SW,1.2
2013092815,200,47,NE,2.3,S,1.4
2013092816,212,41,NE,2.8,SSW,0.7
2013092817,206,49,ENE,1.7,S,0.2
2013092818,206,46,NE,1.9,NNE,1.1
2013092819,206,61,ENE,2.8,ENE,1.2
2013092820,263,61,ENE,2.9,N,1.3
2013092821,251,48,ENE,3.1,NE,0.9
2013092822,270,49,ENE,3.2,NNE,1
2013092823,254,37,ENE,3.9,NNE,1
2013092900,255,38,NE,2.9,NNE,1.2
2013092901,209,28,ENE,3.0,NNE,1.2
2013092902,219,24,ENE,4.0,NNE,1.3
2013092903,201,21,ENE,3.9,NNE,1
2013092904,202,18,ENE,3.9,NNE,1.4
2013092905,156,13,ENE,3.3,NNE,1.2
2013092906,156,19,ENE,2.6,NE,0.7
2013092907,155,8,ENE,1.8,N,0.9
2013092908,160,17,ENE,2.3,NNW,0.7
2013092909,198,8,ENE,2.3,NW,1.2
2013092910,219,14,ENE,3.0,N,1.2
2013092911,221,13,ENE,2.9,N,0.9
2013092912,221,10,NE,2.4,NNW,1.3
2013092913,230,9,ENE,2.4,N,0.8
2013092914,220,9,ENE,3.0,NNE,1.2
2013092915,201,13,ENE,1.5,N,1
2013092916,202,10,NE,3.0,NNW,1.6
2013092917,214,17,NE,2.5,NNW,1.1
2013092918,220,15,NE,1.9,NW,0.9
2013092919,257,20,NE,2.7,N,1.1
2013092920,257,18,ENE,2.0,N,1.2
2013092921,196,20,ENE,2.5,NE,0.9
2013092922,205,20,ENE,2.8,NE,0.9
2013092923,196,19,ENE,1.9,SE,0.8
2013093000,182,13,ENE,2.2,NE,0.7
2013093001,179,10,ENE,1.9,NE,0
2013093002,170,2,ENE,1.2,NNE,0.1
2013093003,150,8,ENE,1.2,SSE,1.7
2013093004,139,8,ENE,1.3,SSE,2.1
2013093005,106,3,ENE,0.8,S,1.4
2013093006,109,8,N,0.4,SSE,1.4
2013093007,120,6,ENE,0.7,SE,0.8
2013093008,120,8,W,1.0,SSE,1.6
2013093009,138,11,ENE,1.4,SSE,2.5
2013093010,115,6,ENE,2.1,SSE,2.6
2013093011,64,7,NE,2.0,SE,2.7
2013093012,79,9,NE,2.5,SSW,2.3
2013093013,52,10,ENE,3.8,S,2.7
2013093014,27,12,ENE,4.2,S,2.2
2013093015,68,2,ENE,4.3,SSW,1.8
2013093016,91,8,ENE,3.4,S,0.1
2013093017,85,10,ENE,2.8,W,0.5
2013093018,103,2,NE,3.3,NE,0.7
2013093019,135,17,NE,3.4,NE,1
2013093020,159,18,NE,3.0,N,1.1
2013093021,142,23,NE,2.8,NNE,0.6
2013093022,103,22,ENE,3.8,E,0.6
2013093023,145,16,ENE,3.9,E,0.9
2013100100,145,17,ENE,3.9,NNE,1.2
2013100101,141,14,ENE,2.6,NE,0.5
2013100102,102,16,ENE,2.9,NNE,0.7
2013100103,90,13,ENE,2.3,NE,0.7
2013100104,87,16,ENE,2.8,WNW,0.4
2013100105,89,17,ENE,2.0,NW,1.5
2013100106,83,18,ENE,2.4,NW,1.4
2013100107,97,19,ENE,2.5,NNW,0
2013100108,85,16,ENE,3.0,NNE,1.5
2013100109,85,21,ENE,3.3,NNE,1.6
2013100110,72,17,NE,3.5,NNW,1.7
2013100111,13,24,ENE,2.5,NE,2.1
2013100112,11,18,NE,3.1,NNE,2.8
2013100113,9,19,E,2.4,ENE,3.4
2013100114,9,24,NE,1.6,ENE,4.2
2013100115,8,21,SW,2.7,E,2.1
2013100116,6,23,ENE,1.8,ENE,1.3
2013100117,6,19,NE,1.4,ENE,0.2
2013100118,13,26,W,2.8,WSW,0
2013100119,21,22,NW,1.3,SE,1.2
2013100120,51,26,WNW,1.1,S,1.7
2013100121,25,49,W,1.3,S,0.1
2013100122,29,47,W,1.6,SSE,1.3
2013100123,17,44,WNW,1.8,SSW,1.5
2013100200,23,45,WSW,2.7,E,1.1
2013100201,10,34,NW,0.7,ESE,1.4
2013100202,10,42,W,1.3,N,1.1
2013100203,9,35,W,2.6,NNE,1.3
2013100204,27,26,W,1.8,NE,1.4
2013100205,40,28,W,2.6,NE,0
2013100206,28,28,W,2.6,WNW,0.5
2013100207,42,22,W,2.5,NNE,1.3
2013100208,55,15,W,2.7,NNW,1.7
2013100209,55,19,W,3.7,NW,3.3
2013100210,13,37,W,3.4,NNW,2
2013100211,3,46,WNW,4.4,NNE,0.8
2013100212,6,68,NW,3.6,E,1.2
2013100213,6,67,NW,4.8,N,0.9
2013100214,6,29,NW,5.0,WSW,2
2013100215,11,14,WNW,4.9,SSW,2.6
2013100216,7,16,W,5.0,S,2.1
2013100217,26,15,WNW,4.2,S,1.4
2013100218,26,17,W,4.0,SSW,0.9
2013100219,64,35,NNW,4.0,SE,0.9
2013100220,76,35,NW,2.3,NNE,1
2013100221,142,36,NW,3.2,N,0.4
2013100222,95,31,NW,2.6,N,0.5
2013100223,102,30,NW,3.0,ENE,1.5
2013100300,92,29,NW,3.8,NE,1.2
2013100301,51,25,NW,3.3,ENE,1.3
2013100302,45,20,N,2.3,NNE,1.4
2013100303,25,17,WNW,1.5,NNE,1.7
2013100304,24,20,WNW,2.8,NE,0.9
2013100305,14,19,WNW,1.0,NNE,1.1
2013100306,24,16,W,0.8,NNE,1.4
2013100307,24,19,W,1.0,NE,0.8
2013100308,34,22,NE,1.5,N,1.4
2013100309,46,22,WNW,2.6,E,3.3
2013100310,71,14,WNW,4.0,ESE,2.2
2013100311,99,23,NNW,2.9,SSE,3
2013100312,106,13,W,4.1,SSE,2.8
2013100313,127,15,W,3.9,SSE,2
2013100314,143,27,WNW,2.7,SSW,2.5
2013100315,128,22,WNW,4.2,E,1.7
2013100316,115,25,SW,4.8,ESE,0.8
2013100317,99,22,W,4.4,SE,2.2
2013100318,124,21,W,3.3,SSE,2.3
2013100319,90,30,W,2.8,SSE,1.7
2013100320,72,21,WSW,2.8,SSE,2.3
2013100321,47,20,WSW,1.8,SSE,1.2
2013100322,39,30,W,2.1,WSW,0.5
2013100323,40,28,WNW,1.8,WSW,0.1
2013100400,58,32,WNW,1.4,WNW,0.9
2013100401,60,31,WNW,1.5,SSW,0.4
2013100402,67,36,NNW,0.6,ESE,0.4
2013100403,67,37,NE,1.7,N,0.2
2013100404,53,34,NE,2.0,W,0
2013100405,61,30,NNE,1.7,WSW,0
2013100406,56,35,NNE,0.8,WNW,0.5
2013100407,76,32,NE,1.6,SSW,0.8
2013100408,132,33,ENE,2.8,SE,1.5
2013100409,76,36,ENE,2.0,SSE,1.7
2013100410,165,27,E,1.6,S,1.8
2013100411,173,36,NE,2.9,S,1.4
2013100412,155,29,E,2.5,S,2.4
2013100413,173,22,NNW,0.9,S,2.1
2013100414,252,34,WSW,1.7,SSE,1.8
2013100415,256,27,W,2.2,SSE,1.7
2013100416,277,36,W,2.4,ESE,1.5
2013100417,259,32,W,2.6,ESE,0.9
2013100418,284,34,WNW,1.8,ENE,1.1
2013100419,314,39,WNW,0.7,NNE,0.9
2013100420,335,33,ENE,1.1,NNE,1.1
2013100421,351,45,NE,1.6,ENE,1
2013100422,347,45,ENE,1.5,WNW,0.5
2013100423,308,46,NNE,0.9,NE,0.8
2013100500,274,46,NE,1.3,ENE,0.8
2013100501,274,39,NNE,1.7,NE,0.9
2013100502,224,34,ENE,1.7,NNE,1.1
2013100503,225,39,NE,1.9,NNE,1.2
2013100504,229,33,ENE,1.7,NNE,0.8
2013100505,243,33,NE,2.3,NNE,1.2
2013100506,227,27,ENE,2.1,NNE,0.9
2013100507,245,31,NE,2.4,NNE,1
2013100508,284,22,ENE,1.4,ENE,1
2013100509,237,27,ENE,2.2,E,1.5
2013100510,233,14,ENE,2.1,E,1.5
2013100511,301,28,ENE,2.3,ESE,2.1
2013100512,288,24,E,2.5,SSE,2
2013100513,256,23,ENE,2.2,SE,2.5
2013100514,259,18,ENE,2.7,S,1.9
2013100515,259,16,ENE,2.0,S,1.3
2013100516,263,10,NE,2.0,SE,0.6
2013100517,250,15,NNE,1.3,SSE,0
2013100518,252,14,N,0.7,NNW,0.4
2013100519,270,26,N,0.1,N,0.5
2013100520,270,34,ESE,0.8,NNE,0.7
2013100521,294,39,NE,2.0,NNE,1
2013100522,294,40,NE,2.3,NE,0.5
2013100523,242,42,NE,2.4,NE,0.9
2013100600,234,22,NE,2.3,N,0.7
2013100601,229,25,ENE,2.3,NNE,0.2
2013100602,224,18,ENE,1.5,NNE,1.1
2013100603,224,20,NE,2.3,NE,0.9
2013100604,197,17,ENE,2.7,NE,1
2013100605,197,12,ENE,3.1,N,1
2013100606,151,11,ENE,3.1,NE,0.7
2013100607,202,9,ENE,4.1,SSE,2.1
2013100608,207,11,ENE,3.9,N,1.2
2013100609,221,13,ENE,4.7,N,0.8
2013100610,255,13,ENE,4.6,SSW,0.5
2013100611,193,16,ENE,4.2,S,1.1
2013100612,164,12,ENE,5.0,ENE,0.7
2013100613,187,17,ENE,4.8,SSW,0.6
2013100614,172,11,ENE,4.0,S,1.8
2013100615,172,19,ENE,5.1,S,0.9
2013100616,165,21,ENE,4.8,NW,1.4
2013100617,165,17,ENE,5.2,N,1.5
2013100618,155,13,ENE,5.2,NE,1
2013100619,175,19,ENE,4.2,NNW,0.4
2013100620,178,12,ENE,3.7,NNW,0.5
2013100621,171,12,ENE,4.3,NW,0
2013100622,186,30,ENE,3.4,N,0.1
2013100623,167,29,ENE,4.1,N,0
2013100700,147,10,ENE,3.9,NW,0.9
2013100701,147,9,ENE,3.7,WNW,0
2013100702,92,8,ENE,3.7,ENE,0.6
2013100703,110,8,ENE,2.6,ENE,0
2013100704,131,4,ENE,3.4,NNW,0.7
2013100705,131,6,ENE,3.0,NW,0.9
2013100706,110,6,ENE,3.7,NE,1
2013100707,116,6,E,3.6,NNE,2.2
2013100708,116,9,ENE,3.4,NNE,2.2
2013100709,91,11,ENE,3.5,N,1.9
2013100710,13,9,ENE,3.2,ENE,2.9
2013100711,95,16,ENE,3.0,NE,2.9
2013100712,6,10,NE,2.6,E,3.4
2013100713,6,13,E,1.7,ENE,2.8
2013100714,6,12,NNW,0.9,ENE,2.9
2013100715,6,13,WNW,1.8,NE,3.2
2013100716,10,17,NNW,2.5,E,0.9
2013100717,14,27,NE,2.0,NNW,0.5
2013100718,49,26,NE,2.1,N,0.8
2013100719,22,31,NE,1.4,NNE,1.4
2013100720,29,29,NNE,1.2,SE,2
2013100721,142,23,ENE,2.0,SE,0.2
2013100722,208,32,ENE,1.5,NE,0.5
2013100723,181,29,WNW,2.3,NNE,0.7
2013100800,171,25,ENE,1.9,NE,0.2
2013100801,123,23,NNE,1.1,ENE,0.7
